Actual Price,Predicted Price
195000.0,345731.9576273303
1506000.0,977226.5487301621
288400.0,430226.1507793807
230000.0,497414.7225383222
350000.0,294874.73922158533
175000.0,304399.77057928673
270000.0,346218.09304342384
195000.0,267940.8430590838
218000.0,245393.4848269521
668750.0,611713.9373952571
520000.0,818757.3122288048
712000.0,718734.8016087984
525000.0,370405.94621030125
540000.0,320446.3307340818
389999.0,313582.4611008945
744000.0,743689.8990353436
700000.0,722049.04397903
275000.0,472804.3645537979
225000.0,291825.361269269
1550000.0,1134566.0899974816
413800.0,310538.23992283817
356000.0,251792.70969928527
585000.0,774910.2126791998
300000.0,529858.6633792155
320000.0,329361.9977797556
305000.0,632575.1400580906
235750.0,56227.148930171796
555000.0,617332.4719988067
245000.0,400712.1715284032
337000.0,320717.30378616543
492000.0,418129.32912121026
295000.0,293298.95834446617
910000.0,886125.2182585219
431500.0,439519.4105957624
1180500.0,409507.85996171006
635700.0,856898.7562750337
168000.0,287431.30283285456
622500.0,734791.5706750123
380000.0,254340.38222770754
1050000.0,802920.0305726385
349900.0,480333.45405042265
2150000.0,1309338.1131323413
380000.0,632635.6078026269
325000.0,495430.3051946481
439950.0,566514.5292817384
235000.0,446973.20350469695
550000.0,606186.3833784165
527550.0,108363.10318595357
377691.0,606020.519098678
402000.0,339653.7328625411
275000.0,493403.8102772668
1325000.0,896153.9704277207
549900.0,636263.7093304386
945000.0,746625.580415896
350000.0,297184.0802724515
900000.0,923401.9068422214
445000.0,413764.8403340536
388000.0,585839.1549793362
334000.0,579693.6272725342
820000.0,926404.3027743193
379950.0,434006.8440690221
1050000.0,772133.3725693062
800000.0,705853.7656990696
730001.0,534780.8705107413
389000.0,610397.2692042002
283200.0,512551.8310577029
1100000.0,756629.9874993627
475000.0,305258.98583649495
675000.0,723022.3456442311
305000.0,547520.6746361858
427000.0,220108.32235298492
293000.0,737389.4226121393
268000.0,501918.6598522961
1710000.0,1176822.7776382058
263900.0,371834.92824784096
495000.0,448897.36454048427
310000.0,355977.6437238242
254000.0,260033.7327932351
1285000.0,805470.4489413187
245100.0,269828.8546742628
999000.0,820206.1110933443
215000.0,301617.54205028666
600000.0,401013.0024201998
380000.0,422248.9911430606
355000.0,320983.8961335989
236000.0,472588.1094856608
270000.0,380597.6550192301
635000.0,604827.1429779866
242000.0,325034.4259575141
490000.0,565235.6510000672
355000.0,626596.6544253692
186950.0,298422.124454165
306000.0,373228.9775295481
510000.0,584201.4236052198
345000.0,264011.6965345067
782000.0,992390.3530349882
690000.0,773955.7534585139
695000.0,573436.0815193562
302000.0,42694.47754087142
680000.0,670829.6915507301
405000.0,302655.27480259095
332000.0,591113.2045480587
405000.0,482646.8571157396
635200.0,479678.27461281174
723000.0,509026.8551116551
672500.0,635913.1172748383
210000.0,350293.0375512894
650880.0,722088.2694900231
645000.0,392661.0024395025
196440.0,342135.18076096126
625000.0,1074020.2681630254
490000.0,552504.5001536213
415000.0,335801.3297565391
750000.0,433674.8360726809
425000.0,308085.8313593457
642000.0,700886.8918890717
655000.0,533285.3829451344
280000.0,483814.4614914028
645500.0,544146.2871543341
325000.0,622178.5688586166
919204.0,952603.783902005
243000.0,456699.8121392942
404000.0,524743.8632650374
559900.0,775647.5604724765
469000.0,341129.3571254449
1250000.0,895313.8880457302
350000.0,705135.3398036027
653000.0,546351.9636472096
809000.0,478076.2151734382
635000.0,562933.0438216553
870000.0,1148279.657803264
320000.0,848560.2462204242
345000.0,515451.22791407746
342000.0,238959.299185062
610000.0,1073899.7630578293
455000.0,280151.62000835955
540000.0,497115.71158078255
544000.0,458489.7472448399
298000.0,452166.58042913186
425000.0,424044.492182201
650000.0,730990.9469948161
850000.0,457811.6526816292
325000.0,522638.93412936304
712500.0,425783.995727409
430000.0,344863.53168845223
474900.0,498056.20098494424
835000.0,394140.09881306614
575000.0,1057206.2391133057
613000.0,286373.1908604264
280000.0,425199.35197351035
654950.0,714299.3214052389
150000.0,327927.95194780105
440000.0,404633.70661917864
420000.0,421973.37061961193
320000.0,595499.7859265195
640000.0,564241.254178837
613000.0,537652.6260728823
253000.0,362924.5757718162
1298000.0,794614.4362996666
210000.0,270310.95863954816
718000.0,363227.3995115416
222400.0,241258.52662748587
427874.0,610307.0384420905
320000.0,388046.97854835447
299000.0,115977.06669948879
1270000.0,844080.3750723257
200000.0,528981.7574145537
275000.0,439031.5948008188
865000.0,543738.3055296385
289950.0,372360.6354823521
275000.0,289147.3177047012
375000.0,194669.69675113156
310000.0,281952.7519525207
365000.0,365357.42952039477
250500.0,440493.7912292633
791000.0,584110.4598940102
539000.0,386478.42748950573
549000.0,623947.7339913925
630000.0,1225440.3102543028
425000.0,691100.8569321138
1075000.0,1338636.4701797855
292000.0,656364.3554557442
795000.0,536981.0605596132
955000.0,1374405.9212214346
492000.0,743137.2961083284
700000.0,493304.79645431077
466500.0,361451.8392897664
610000.0,458202.5114242438
499950.0,563367.110471214
886000.0,705540.8407838783
343000.0,537965.174257965
1415000.0,1182787.0008162516
735000.0,742680.205676836
500000.0,445038.95532307087
471000.0,474813.3309608422
510000.0,381095.4429679874
895000.0,859128.7143210274
540000.0,404793.8421484225
260000.0,413257.8154928967
567500.0,546951.0406813681
2700000.0,1133798.5137614678
540000.0,706565.4179493461
341000.0,498465.4019978695
390000.0,714178.8359066827
385000.0,303704.409275342
579000.0,428542.5533159323
255000.0,355104.4864359993
563500.0,682353.3841582604
640000.0,501816.74445259233
325000.0,281542.45488730667
546000.0,389138.70143470366
280000.0,215606.66132126056
965000.0,826758.327834908
328000.0,341040.1086557562
649950.0,586725.9499966953
235000.0,347316.74686303234
400000.0,619335.7215066161
345000.0,284676.49574556015
225000.0,440695.4007449754
315000.0,500055.62851400685
1230000.0,752012.3906752631
700000.0,601714.9664590129
490000.0,802522.7640718654
659000.0,605677.7102531709
480000.0,607582.937564182
429000.0,303989.33834388433
516200.0,660589.4483858367
385000.0,385824.7438947378
375000.0,520916.0649781083
306888.0,243029.054819401
392000.0,501002.3182632808
700000.0,876347.9037433172
608000.0,655250.0588151003
915000.0,768109.5563990208
499950.0,207150.0251031234
276900.0,339253.87813569396
248000.0,384106.7454288722
495000.0,864151.7741016917
290300.0,207055.9027431308
325000.0,394834.885738582
200000.0,219075.70094725577
580379.0,628604.5633663316
875000.0,857158.885016635
290000.0,383550.80272538075
571000.0,682956.9666460495
335000.0,522209.49949250056
740000.0,647346.6542810416
465000.0,371558.962222256
530000.0,394788.32284210797
240000.0,398974.28762408334
735000.0,758928.4557621839
1365000.0,1070211.379227023
619400.0,604508.0047683581
881000.0,720608.9049157157
234000.0,478958.82107027003
308900.0,533167.9149163743
1325000.0,842161.9337981542
342500.0,483853.37227059726
210000.0,295221.0107014973
381000.0,523031.27816717327
575000.0,382480.53257534467
599000.0,746001.6979557311
445000.0,757879.1501910359
1228000.0,1475947.9358767625
333000.0,494739.9866590559
498500.0,737939.5423911077
495000.0,502745.62581173633
495000.0,508916.1525290508
280000.0,80129.4997337592
600000.0,429377.6802420841
589000.0,698020.3161138123
210000.0,419607.84240845335
810000.0,511894.4367243494
440000.0,466736.00804233446
775000.0,829969.5723836549
499950.0,472439.75834180636
435000.0,325072.4917539933
345000.0,511564.9259413063
585000.0,487284.71136238263
369500.0,475510.532057571
883000.0,900168.9334342111
590000.0,523124.5384340038
485000.0,348383.0214084819
459950.0,587611.5704963997
1735000.0,1203584.3755985163
799000.0,703600.4625259436
1695000.0,903979.3684579615
718500.0,825894.2292844226
385000.0,478921.1665810107
496752.0,516641.93071362516
269950.0,434905.4257432653
690000.0,468744.4875838695
357186.0,248740.72511401545
309212.0,280769.2972862228
470000.0,384702.7776343229
680000.0,603667.0652964561
825000.0,743784.5337764773
418000.0,299047.83731763647
150000.0,359766.0073833099
427000.0,384874.8693059421
524000.0,276455.0060466989
385000.0,349024.11926603026
460000.0,268968.9208966326
1712500.0,835064.1011466732
373000.0,510874.75118824234
375000.0,626946.9834482456
340000.0,302298.9626614604
921000.0,633001.6967960849
468500.0,287459.89706464706
542525.0,644829.5605084674
325000.0,685931.8789184472
272000.0,292240.35987043695
866059.0,778255.9077524742
870000.0,854750.6572001203
458000.0,341813.4201469453
247200.0,288784.97265691066
250000.0,461314.82210751856
260000.0,359032.19970940787
379900.0,685383.8595924677
332000.0,332747.29186095565
415000.0,468265.89223727805
854000.0,764977.8379017725
605000.0,464816.530074595
255000.0,433788.6189741463
472000.0,240313.60331064975
506000.0,566812.177265887
382500.0,522214.2872586261
449950.0,595992.4479751111
809000.0,680047.8501365914
310000.0,481720.3049211366
253000.0,267851.4409622399
451000.0,374816.6420283745
206000.0,332661.29701663763
345000.0,378185.2230672663
770000.0,767492.9479557662
1384000.0,1095527.571597848
253779.0,524431.70969481
507000.0,971281.2314625146
450000.0,295606.27489294496
375000.0,450358.0263066557
325000.0,576440.9005165457
265000.0,531324.4662543485
175000.0,290847.14594225795
570000.0,544547.8327693008
630000.0,686171.5039171678
507000.0,456034.15757568576
615000.0,594194.1264537649
465000.0,383126.65619484684
482000.0,295754.6276791984
378750.0,564100.199412078
210000.0,362233.8856706334
405000.0,370184.0225498002
703000.0,340742.45521038666
1325000.0,644571.2419116399
720000.0,623835.2652841639
437000.0,310646.60941473825
120000.0,109554.15808865032
450000.0,574469.1894266861
240000.0,511561.1303846765
335000.0,475747.72647480015
618250.0,667043.5256212107
850000.0,405009.6567665945
925000.0,706711.823792351
619850.0,651311.8185008309
712000.0,849547.5264502655
232603.0,502011.3917461748
754800.0,676841.1805247798
850000.0,704431.7279301082
380000.0,385803.2846690513
280000.0,369813.76202704443
400000.0,601746.4200468849
200000.0,262315.18978449213
925000.0,834780.4773606408
2400000.0,1482311.1304523372
565000.0,865030.9889867237
400000.0,636847.179972639
337000.0,529730.7735866882
1080000.0,1306386.7014320642
775950.0,734073.0660375353
375000.0,310692.4574345697
500000.0,527761.3355558651
687000.0,678376.3836009413
374000.0,678166.4654857167
290900.0,402858.3421610086
442000.0,661167.674329466
430000.0,284155.5099086637
2075000.0,1074023.117929074
350000.0,421268.6098339845
835000.0,790148.4194987415
347000.0,314411.7946244399
550000.0,476003.37218806276
453000.0,554091.7594169213
650000.0,627895.9825170289
349900.0,676592.4530488971
275000.0,266779.18845458294
615000.0,615377.6867530412
459950.0,464621.0741072075
491234.0,339635.48697870073
899000.0,429565.1793106083
780000.0,1020662.4288440369
326000.0,247316.4119101974
335000.0,163406.4843877189
300000.0,473717.7348644001
1220000.0,1000369.9051607534
590000.0,858121.3665281261
261350.0,345845.6337444618
560000.0,599861.9728740435
1700000.0,738625.8745063986
285000.0,370418.5508164312
345000.0,306843.4887358935
160797.0,315289.09295688965
664950.0,844709.0023608509
515000.0,768250.8960650798
312891.0,597458.6033928029
438000.0,384586.74572849635
880000.0,750990.8937849224
379000.0,378949.36165468313
615000.0,316142.28429236007
348500.0,341673.6732148889
925000.0,885865.5081347114
549000.0,583713.3239753119
1157400.0,722350.2026576127
339000.0,648072.3183850462
1295648.0,1283592.8790571662
485000.0,440252.43908132904
455000.0,296850.3667926333
139000.0,211742.59264453244
425000.0,499370.4136226454
305000.0,577713.5353177664
600000.0,1204571.1773096723
350000.0,672991.8145513501
845000.0,728523.583777273
425000.0,353855.688445574
210000.0,232865.45470794442
639888.0,530972.8801715523
395000.0,356202.2196885544
390000.0,557387.7016303069
276900.0,370764.9386492396
597326.0,949133.0743315112
800000.0,445996.0371371474
583000.0,405364.1680928933
589950.0,789723.4473620349
500000.0,294090.5307571705
330000.0,793176.4641670777
450000.0,606187.0020892961
190000.0,208471.52458815335
233000.0,310102.9938141323
482000.0,633377.0627354396
349000.0,298875.9713194638
450000.0,604199.4310558244
744500.0,709561.8916360787
557500.0,490909.72946844646
309620.0,477848.8104460075
563500.0,301184.7209873297
975000.0,636593.1911270687
1050000.0,865045.5223840888
177500.0,301686.14323838917
415000.0,287537.98019883386
772650.0,698092.77452108
385000.0,901500.8437074007
663000.0,636710.5988021551
805000.0,744570.49843856
252750.0,250754.96780500904
460000.0,719772.9303394603
270000.0,681625.7440215523
755000.0,762536.7686656049
289659.0,592754.5212566011
354000.0,625521.241677144
279900.0,401075.36178833747
710000.0,927316.5378122771
451000.0,746108.1086729522
471000.0,419438.36438751686
235000.0,654716.3707602158
370000.0,675067.8380436591
525000.0,749451.6046754839
224000.0,322974.21511235565
140000.0,256369.70709855598
700000.0,373079.31520931097
259500.0,417284.64489465964
355000.0,276540.8633966377
230000.0,302178.3569048437
255000.0,440223.655414699
191000.0,275156.9899669286
342000.0,454787.70900246536
397000.0,291347.99110816617
235000.0,502657.3253401398
504200.0,245614.86962075694
735000.0,326243.41168727796
427000.0,582388.3576516622
246950.0,374194.6232610905
288790.0,287548.6681042003
229800.0,220654.18944179273
300000.0,341852.81565125694
339900.0,355056.3836513293
345000.0,408510.9299987741
325000.0,500709.6203323185
265000.0,521938.4442891745
1200000.0,552621.6117635831
370000.0,275706.2485892676
397500.0,621435.54211277
449000.0,730403.1514624923
445800.0,518790.1955687691
875000.0,467607.4857013861
880000.0,860227.6763176193
170000.0,176073.47877698595
550000.0,548041.857856293
635000.0,839639.6100249881
544000.0,317683.21784603223
530000.0,507463.9815992095
383962.0,657897.226464692
1510000.0,1123359.4964968348
2065000.0,1165062.0225991127
500000.0,227955.16826919647
445000.0,522240.5772097192
955500.0,553988.2465452168
307000.0,282680.25853707374
1297000.0,750738.2972633131
616000.0,434720.8177667158
548000.0,583710.4685312979
1014250.0,474798.6453217112
600000.0,654183.6437623344
425000.0,316632.75072383066
540000.0,569184.5738181995
505000.0,574941.036777729
581000.0,417157.4689172128
629800.0,574891.7036828746
399895.0,659555.1971397352
300000.0,549756.4570573531
512031.0,391602.3476997063
435000.0,435902.0144618532
260000.0,415156.5823565031
895000.0,504308.82231069496
489000.0,932842.6232390892
605000.0,815044.1835488827
175000.0,403781.4720480697
185000.0,403873.05515559786
411000.0,637795.5202220391
255000.0,377659.96277489327
860000.0,489489.86026619084
389000.0,631412.3664013587
782000.0,456528.67254924006
480000.0,561168.0480292229
625000.0,417320.2576895072
552000.0,418233.893854729
265050.0,134650.99085916358
567500.0,544202.0550392765
575000.0,387323.2964243053
240000.0,397447.54255123646
565000.0,583823.286677864
280500.0,433698.95836645865
715000.0,488898.6356052334
1140000.0,722288.3784123923
264500.0,535250.6153647655
633000.0,615302.5631641543
288000.0,386219.75222272356
345000.0,476016.47331611975
1025000.0,1118038.8784917453
625000.0,383780.9723523926
1200000.0,712481.4901104779
382500.0,294668.2927861748
588000.0,540135.6955276682
320000.0,275321.594917553
437500.0,490304.04086063046
450000.0,458156.22187116893
685000.0,526947.8881530446
373000.0,459917.7173641892
558000.0,462248.675643057
209950.0,293741.6671011272
410000.0,305131.656645674
170500.0,256928.33188587998
300000.0,490038.45428775076
500000.0,388824.80036073236
494815.0,441928.4125801531
505000.0,207149.47219755256
680000.0,557178.4230236462
509900.0,748109.1499492924
332000.0,546419.0261579937
370000.0,339670.05512108654
292600.0,387955.80140889273
362000.0,466902.76610807946
336000.0,726021.8915692638
440000.0,361979.2774190403
427550.0,208649.18475702847
455000.0,920056.8274288251
458400.0,489540.82647264714
390000.0,288626.18475898437
148226.0,354607.25572209805
613000.0,293964.76065092534
1195000.0,1007093.9157919124
201500.0,329840.80589358974
325000.0,131808.5033190688
530000.0,408090.3687619824
1135250.0,1820217.6483635632
469950.0,606869.2294546369
623000.0,416052.24016709067
333490.0,535035.6299349387
999000.0,825756.1210899657
399950.0,456837.99135243485
232500.0,502849.3248644499
569000.0,637970.9623504494
409124.0,884055.3083205476
810000.0,575017.0024208749
525000.0,491953.89920384705
1065000.0,1088175.5769193065
679000.0,550032.6068758677
1250000.0,772801.978626342
305000.0,462658.4279360899
215000.0,441002.0140611457
635000.0,747365.7876495306
470000.0,617217.7249877276
545000.0,668767.3730773669
486000.0,946163.6098519937
380000.0,128124.48580389982
252000.0,276607.65327551065
2680000.0,1147360.781511182
215000.0,299288.97639029345
374950.0,298321.4956402577
600000.0,634460.5827190132
350000.0,286446.4302213696
410000.0,427008.3433816619
439000.0,398819.8583641519
499950.0,387636.77489447244
426500.0,711322.4804360769
720000.0,833989.0505896065
840000.0,983091.4885784927
436110.0,403682.04344531056
254000.0,383149.66046029143
375000.0,228709.45640422718
568500.0,646167.4426997807
425000.0,451011.56069148204
561000.0,676115.7721323863
1234582.0,917245.8157789496
278500.0,501195.28230753157
205425.0,210985.4103317879
440000.0,558709.0227861259
230000.0,407856.332145951
12899000.0,567446.334892263
2199900.0,274772.19546704623
26590000.0,293469.08465466416
0.0,741158.0324812982
330000.0,378549.587838502
237333.3333,746559.9008434417
571986.1111,937696.036036752
0.0,1186634.770044203
692000.0,1335149.5476777018
176400.0,217723.95852156688
0.0,520536.64180200035
83300.0,363786.5515805074
316850.0,1018943.7076868439
87500.0,183356.68047228607
450385.7143,272246.2263829742
247875.0,297833.15030736686
309487.5,529009.7924183453
173666.6667,321695.426735883
326983.3333,324323.02440454473
678333.3333,475292.84405426576
542804.75,753224.2629876207
148612.5,251437.3830506401
341166.6667,651361.0417138694
417985.7143,539994.2633967211
723243.75,743589.1392108938
259950.0,580713.7371734002
0.0,1027565.9912738068
0.0,803910.447321843
0.0,817934.3258231647
437500.0,929446.5248973336
0.0,601905.010610853
790000.0,748265.8752892535
645325.0,647667.0795945593
171224.8,338846.27503471856
540000.0,779360.331983653
950833.3333,882494.4391761146
248400.0,428670.85640315525
0.0,354570.22269106295
0.0,1352545.032408006
950100.0,895338.2158908508
362750.0,309331.6043541536
391400.0,369829.7632938392
289987.5,393616.2221072797
433111.1111,292763.1282396732
318000.0,392865.8649202577
584000.0,326330.69308520516
245000.0,707657.9218679128
672500.0,548217.643345271
380680.5556,635015.1986276658
308166.6667,438052.2541111428
534333.3333,367569.43212613766
220600.0,379110.1300883413
313000.0,350136.6885967115
335000.0,311027.79410860303
482000.0,649028.9894360407
285000.0,553632.5510004
382500.0,423325.98753413116
499950.0,748765.1073904072
650000.0,477560.6804612231
439950.0,467953.5571455703
235000.0,208269.49448490283
805000.0,721499.4323537528
491500.0,493746.6060522676
385000.0,300475.29379295604
300000.0,625369.0719567131
553000.0,189800.74262716773
310000.0,276371.22023612505
531000.0,288776.767029892
831000.0,627372.8662946713
405000.0,324564.0297042397
787000.0,347745.2295420399
328000.0,624724.242596027
400000.0,219006.11383922573
287000.0,440990.3665053933
600000.0,499621.4499226854
234000.0,399061.932993122
561000.0,525645.3413652509
475000.0,839515.3060893259
272000.0,428381.25430861744
362000.0,434467.3905292762
284000.0,481701.615722217
379900.0,444805.0257615136
455000.0,532718.145430458
280000.0,439756.70620731765
387000.0,395870.8248444004
483500.0,650117.6750499693
1870000.0,1186992.1348199518
295000.0,530204.9605383112
499000.0,318842.2035260834
191000.0,221356.4712945515
500000.0,346526.07691548637
1800000.0,1176413.7302899524
519950.0,264132.04603432823
460000.0,476200.7338042377
675000.0,453943.97911493527
526000.0,469790.0583502125
515000.0,423775.31895576965
749950.0,754340.2561170143
230000.0,503193.64971594175
568000.0,567870.705423174
600000.0,585111.6139325028
500000.0,325755.1706561167
352000.0,581207.3042591651
428000.0,310093.20854912733
900000.0,881728.3148158476
940000.0,492500.41900441656
618080.0,534280.1087688903
339950.0,439411.4675118397
500000.0,504126.4873768847
314950.0,279428.8125921434
280000.0,376237.38101321703
530000.0,349491.63667894097
209950.0,358675.6017867272
537500.0,628318.1188438457
262000.0,486423.8055761269
753888.0,656928.6236160937
205000.0,187460.5112180463
559950.0,447478.9724588271
260000.0,546635.8221092495
207000.0,449435.19774758513
780000.0,638631.7879044226
295000.0,459170.0649803524
405000.0,280275.7762400351
535000.0,559367.1058266142
660000.0,422438.7500011759
930000.0,688150.7780963223
988500.0,477722.98289246473
500000.0,371302.5271934399
441750.0,224422.10817169648
610000.0,676785.0712323958
920000.0,942591.9640680937
490000.0,492730.2342299038
270000.0,469839.4532583315
1157200.0,1522951.267653157
248000.0,524652.4804145732
580000.0,749723.5544298752
463000.0,317424.23026611225
583000.0,657974.8014811784
360000.0,316745.27240087185
234950.0,354006.2185209481
833000.0,951060.3883423308
336900.0,403673.15010028484
560000.0,483011.9055659891
350000.0,298765.06688234373
210000.0,270146.543260385
770000.0,453304.3471956862
499950.0,252629.27186198917
302000.0,527821.7972725088
500000.0,295946.16764087934
947500.0,838592.5934579483
300000.0,303669.8360653339
505000.0,673558.4870445746
675000.0,635417.7051928607
635000.0,370248.39827923104
1050000.0,805963.5296059179
757000.0,797854.176180744
460000.0,604803.3212988615
449500.0,515506.58862524445
289000.0,360256.5448090342
777000.0,857082.4463325719
1895000.0,832120.1661529379
700000.0,548374.1210016833
575000.0,466952.46139650827
771000.0,478762.83992382884
645000.0,467613.9629167045
1050000.0,1111333.8438908514
285000.0,298530.33165801945
287600.0,512014.1632054652
225000.0,428801.9084927315
319000.0,375296.40286551777
525000.0,366083.0039207054
306000.0,277526.31612021156
266000.0,478122.8313651562
337500.0,437472.9431037684
582500.0,303981.825980191
372977.0,395350.5678245947
310000.0,226241.72338736447
702500.0,692688.310191678
723000.0,714048.8698954014
543000.0,540760.1266369252
364000.0,580069.3141448357
160000.0,235165.945478332
299000.0,368063.8778211612
458000.0,488750.87638834526
305495.0,568366.2493390321
543000.0,422360.89266717795
310000.0,387447.5953121779
802000.0,630381.8422280335
707000.0,844708.6646135988
955000.0,659456.8435385649
245000.0,405967.65782056947
342400.0,260942.8186610532
316500.0,581357.1720094891
280000.0,338294.7303422905
1000000.0,1017138.3407338943
215000.0,315906.79512124264
695000.0,1204590.1559146293
349950.0,400549.26945237303
312500.0,228957.44120713964
174950.0,353763.30434407725
497000.0,544186.0378028267
819995.0,795469.7931183404
437500.0,544757.617704651
619000.0,672210.4187820036
