price,sqft_above,sqft_basement,view,yr_renovated,sqft_lot,waterfront
800000.0,3240,0,0,0,7857,0
249950.0,1550,0,0,1972,15040,0
210000.0,1430,620,0,2001,10200,0
1425000.0,2220,0,0,0,4000,0
585000.0,1520,250,0,1998,8640,0
615000.0,1960,340,0,0,11700,0
618500.0,1080,720,0,1982,5000,0
487585.0,1470,540,0,2004,9211,0
509900.0,1790,0,0,0,2700,0
631625.0,2440,0,0,0,6651,0
555000.0,1940,0,0,0,3211,0
340000.0,1160,0,0,0,1438,0
830000.0,3400,0,0,0,9692,0
890000.0,3410,1010,0,0,5750,0
366750.0,1571,0,0,0,2017,0
415000.0,1540,80,0,0,998,0
416286.0,1408,0,0,0,989,0
478000.0,3040,0,0,0,4535,0
890000.0,3200,1290,0,0,6000,0
419190.0,1590,0,0,0,1426,0
712198.0,2450,0,0,1923,4247,0
397000.0,1200,240,0,0,7680,0
450000.0,1100,0,0,2005,3000,0
353000.0,860,490,0,1988,7740,0
609000.0,2150,0,0,0,37981,0
234000.0,1010,480,0,0,8366,0
561000.0,2000,0,0,1986,7000,0
469000.0,1030,0,0,2011,4400,0
329350.0,720,0,0,1999,6687,0
488000.0,2020,0,0,0,5000,0
279900.0,1100,480,1,0,8151,0
606000.0,2110,0,0,2000,13850,0
312000.0,1300,0,0,2013,7054,0
650000.0,1160,470,1,1996,7475,0
1135000.0,1970,1400,3,2014,8103,0
325000.0,980,910,0,0,6156,0
425000.0,1520,0,0,0,7983,0
219000.0,900,0,0,2008,5160,0
250000.0,1050,0,0,2005,6874,0
390000.0,1260,0,0,0,6500,0
475000.0,3470,0,0,2011,117612,0
736000.0,2290,0,0,0,12047,0
407000.0,1710,1100,1,2004,23400,0
272000.0,1650,0,0,2006,13816,0
362000.0,1140,500,0,0,14374,0
535000.0,1850,0,0,0,10109,0
284000.0,2000,0,0,0,5390,0
367500.0,1410,0,0,2004,9647,0
379900.0,1000,500,0,2009,11600,0
520000.0,2460,0,0,0,54885,0
175000.0,1010,0,0,2005,7034,0
460000.0,1020,210,0,2003,929,0
345000.0,2331,0,0,0,3826,0
455000.0,1340,900,0,0,7770,0
610000.0,1580,870,0,0,10117,0
563000.0,2400,700,0,0,15480,0
612500.0,1030,1030,0,2013,5000,0
218000.0,1320,530,0,2014,7684,0
404000.0,960,880,0,2004,10720,0
860000.0,3740,0,0,0,32417,0
136500.0,1420,0,0,2003,8580,0
313950.0,860,650,0,2001,6083,0
575000.0,1170,960,2,2005,6500,0
1225000.0,2280,1210,0,0,6906,0
280000.0,1630,0,0,0,11800,0
515000.0,1790,0,0,0,7167,0
513000.0,2000,0,0,0,5684,0
599000.0,1400,860,0,0,29930,0
685000.0,3030,0,0,0,7864,0
365000.0,1310,0,0,2005,8160,0
762300.0,3880,0,0,2000,14550,0
1580000.0,2400,1360,0,0,10920,0
562000.0,3040,0,0,0,8111,0
530000.0,1690,1220,0,0,9636,0
525000.0,1770,1200,0,0,11985,0
484000.0,1160,500,0,1999,6000,0
725126.0,3200,0,0,2006,12369,0
360000.0,2680,0,0,0,18768,0
387000.0,1230,0,0,0,9568,0
483500.0,2740,0,0,0,45732,0
655500.0,3380,0,0,0,8330,0
345000.0,1110,0,0,2001,6250,0
533000.0,1400,400,0,2003,3780,0
385000.0,1280,620,0,0,5520,0
675000.0,930,0,2,1994,36478,0
197000.0,1060,630,0,1992,7735,0
485000.0,1420,0,0,2013,4080,0
1870000.0,4510,0,0,2002,15175,0
295000.0,1560,420,0,0,8000,0
499000.0,740,430,0,0,2400,0
1050000.0,1610,590,0,0,1970,0
191000.0,800,0,0,0,8850,0
500000.0,1480,0,0,0,1171,0
390000.0,1310,1580,0,0,5000,0
979000.0,2690,0,0,0,4047,0
580000.0,3569,0,0,1923,8327,0
369950.0,1270,0,0,0,1320,0
1800000.0,3930,560,0,1923,10279,0
776000.0,3040,0,0,0,6425,0
519950.0,1170,0,0,0,1249,0
255000.0,1030,1030,0,2003,8632,0
495000.0,990,0,0,2002,6000,0
510000.0,2430,0,0,0,5203,0
1150000.0,4460,0,0,0,103382,0
253000.0,1250,0,0,0,10122,0
503000.0,1210,330,0,0,6760,0
275000.0,1600,0,0,0,7000,0
249000.0,1110,0,0,2008,8423,0
310000.0,1220,620,0,0,10723,0
750000.0,1360,1160,0,1989,5401,0
630000.0,2680,0,0,0,327135,0
599999.0,2450,1380,0,2003,6988,0
758000.0,1780,630,0,0,9549,0
248500.0,1720,0,0,0,10018,0
310000.0,1420,650,0,0,37904,0
460000.0,1760,0,0,0,9055,0
675000.0,1680,0,0,0,10500,0
526000.0,1550,0,0,1971,2400,0
560000.0,3180,940,2,0,60392,0
415000.0,1830,0,0,0,9548,0
246000.0,1400,0,0,0,7410,0
314500.0,1870,0,0,2001,12381,0
3200000.0,4760,1450,2,0,8856,0
420000.0,1040,0,0,0,3500,0
535000.0,2720,0,0,2000,149410,0
350000.0,1010,0,0,2013,9360,0
515000.0,1210,370,1,0,9147,0
749950.0,1960,640,0,0,6050,0
230000.0,1920,0,0,2000,9180,0
568000.0,1780,570,0,0,5080,0
250000.0,820,280,0,0,4373,0
581000.0,1280,1230,0,2001,13695,0
651000.0,3240,0,0,0,108366,0
600000.0,1860,600,0,0,108900,0
500000.0,1010,0,0,1990,3885,0
475000.0,820,0,0,2000,2723,0
352000.0,1620,800,2,0,8560,0
420000.0,1770,0,0,2004,8165,0
428000.0,1350,0,0,0,3900,0
599000.0,1090,870,0,0,4788,0
492000.0,2245,1060,0,1956,16164,0
630000.0,1720,830,0,0,5663,0
900000.0,3170,960,0,0,226076,0
1110000.0,1890,420,0,2005,13300,0
575000.0,1650,0,0,2005,5000,0
705000.0,1520,1130,0,2013,4316,0
940000.0,1470,420,1,2008,5940,0
313000.0,2190,0,0,0,8000,0
618080.0,2030,0,0,2000,6500,0
640000.0,2130,140,0,0,5175,0
485000.0,1010,600,0,0,4160,0
300000.0,760,0,0,1983,3001,0
379500.0,840,800,0,0,17335,0
339950.0,1630,0,0,0,12295,0
1500000.0,3560,0,0,1945,6480,0
1340000.0,2440,520,2,1990,5500,0
500000.0,1940,0,0,0,37565,0
239900.0,1410,0,0,0,7566,0
314950.0,1040,0,0,0,16986,0
361280.0,820,0,0,0,6400,0
100000.0,910,0,0,2001,22000,0
540000.0,3700,0,1,1984,7647,0
480500.0,2180,0,0,0,11200,0
280000.0,1600,0,0,0,4271,0
440000.0,1060,440,0,1988,6180,0
530000.0,1080,260,0,2006,4284,0
560000.0,1860,0,0,0,13374,0
775000.0,1600,940,3,0,7200,0
160000.0,1040,0,0,0,13100,0
209950.0,1380,0,0,2012,11130,0
226500.0,1130,510,0,2000,10762,0
380000.0,1500,1500,0,0,6000,0
409500.0,1320,820,0,1997,13000,0
690000.0,980,780,0,1982,6428,0
405000.0,1660,0,0,2001,8307,0
375000.0,1830,0,0,2009,13042,0
794154.0,1210,1000,1,1979,8556,0
185000.0,1490,0,0,2010,6600,0
245000.0,1040,220,0,0,1270,0
1532500.0,3400,870,0,0,8076,0
1040000.0,3900,0,0,0,8391,0
425000.0,1150,0,0,0,1027,0
495000.0,2656,0,0,0,21195,0
365000.0,1410,1000,0,0,5003,0
417250.0,1606,0,0,0,1452,0
339950.0,820,0,0,0,681,0
615000.0,820,720,0,1989,6872,0
403000.0,2090,0,0,1912,8354,0
980000.0,1780,1380,0,0,11470,0
258000.0,1230,500,0,2004,8320,0
533000.0,1170,500,0,2011,4080,0
537500.0,2550,0,0,0,4630,0
830000.0,1970,1070,0,0,9601,0
712000.0,1150,100,0,1971,4620,0
262000.0,2020,0,0,0,6236,0
753888.0,2660,0,2,0,5500,0
134000.0,980,0,0,2003,5000,0
402000.0,1290,670,0,0,8000,0
205000.0,720,0,0,2005,5040,0
553650.0,1050,310,0,0,1349,0
559950.0,1870,0,0,0,4950,0
260000.0,1100,1030,0,2003,8800,0
270000.0,1810,0,0,0,6509,0
295000.0,1100,1100,0,2013,89298,0
719000.0,1690,0,1,0,4500,0
266000.0,1460,480,0,0,8547,0
325900.0,2320,0,0,2003,6270,0
647500.0,1160,900,0,1988,26036,0
1039000.0,2190,1220,0,0,5000,0
569000.0,2250,0,0,0,41688,0
246000.0,1390,0,0,0,7399,0
515000.0,1060,0,0,2003,4960,0
207000.0,1490,0,0,1979,8995,0
780000.0,1390,1090,0,2005,9195,0
489990.0,2440,0,0,0,20828,0
335000.0,1480,760,0,0,87625,0
295000.0,1920,0,0,0,7229,0
385000.0,1230,660,0,0,9920,0
350000.0,2150,100,0,2001,13515,0
235000.0,650,620,0,0,3008,0
358000.0,960,0,0,0,1808,0
716500.0,3290,0,0,0,6465,0
228000.0,1100,900,0,1993,6120,0
405000.0,1020,0,0,0,8155,0
538000.0,1220,620,0,2011,9600,0
530000.0,1980,0,0,0,6760,0
1750000.0,3510,0,0,1990,5760,0
636000.0,1230,0,0,0,3600,0
535000.0,2280,0,0,2003,65836,0
1500000.0,1340,1090,2,0,12757,0
868500.0,2920,0,0,0,3942,0
530000.0,1540,740,0,0,2850,0
450000.0,1510,0,0,2005,43560,0
230000.0,790,160,0,1969,6000,0
229000.0,1190,0,0,0,3000,0
437000.0,1310,0,0,1992,9282,0
1307000.0,1910,890,0,2002,3200,0
595000.0,1750,0,0,0,3354,0
660000.0,1320,0,0,0,5750,0
347500.0,2460,0,0,0,7350,0
297950.0,1240,0,0,2010,10800,0
245000.0,1260,0,0,2009,7964,0
543200.0,1970,850,2,0,15600,0
1250000.0,3310,510,1,0,24166,0
413450.0,1470,70,0,0,1614,0
330000.0,1550,0,0,0,435600,0
424500.0,1460,0,0,2014,7700,0
230000.0,1390,0,0,2001,16000,0
930000.0,1840,800,0,2000,4080,0
349000.0,1590,0,0,2000,9620,0
835000.0,1910,0,0,0,6960,0
988500.0,2015,0,4,0,16807,1
500000.0,1410,0,0,1912,1197,0
499000.0,930,180,0,0,957,0
321950.0,860,0,0,0,1277,0
494000.0,2310,0,0,0,4729,0
441750.0,1020,0,0,0,1060,0
438000.0,980,0,0,0,1179,0
985000.0,4230,0,0,0,37769,0
352000.0,1640,0,0,0,11050,0
839900.0,2560,1250,1,1923,13592,0
765000.0,2790,0,0,0,10819,0
460000.0,1050,700,0,0,5500,0
224500.0,1430,0,0,0,8355,0
254000.0,1850,0,0,0,4597,0
255000.0,960,0,0,0,28717,0
610000.0,1620,860,0,1992,45302,0
920000.0,3750,0,0,0,11025,0
402500.0,2600,0,0,2000,11951,0
280950.0,840,550,3,1989,8700,0
604000.0,2260,0,0,0,7753,0
565000.0,2470,0,0,0,7447,0
255000.0,810,0,0,0,7980,0
445000.0,1000,650,0,0,6000,0
2400000.0,3000,0,4,0,11665,1
195000.0,720,0,0,2005,18000,0
275000.0,1390,0,0,2013,48257,0
387000.0,1300,145,0,0,1606,0
490000.0,1130,710,0,0,3300,0
505000.0,2100,0,2,0,5824,0
303500.0,1060,0,0,0,10464,0
270000.0,1500,0,0,0,6337,0
323000.0,1170,800,0,2004,7213,0
382000.0,1410,0,0,0,1253,0
1370000.0,1960,1760,4,0,9450,0
280000.0,1180,1010,0,0,14439,0
260000.0,1510,410,0,0,8075,0
201500.0,1160,0,0,0,8320,0
1157200.0,4910,950,0,0,52889,0
536500.0,1450,550,0,0,4000,0
248000.0,2163,0,0,0,5883,0
532000.0,2340,1140,0,1992,57499,0
580000.0,2840,0,0,2006,6268,0
463000.0,1150,0,0,0,4400,0
742500.0,2000,1100,0,1996,3773,0
260000.0,1020,400,0,0,14850,0
590000.0,2430,0,0,0,32496,0
312000.0,1430,500,0,0,7452,0
566000.0,1370,290,0,0,10140,0
511555.0,1400,0,0,0,7293,0
583000.0,2660,0,0,0,4000,0
290000.0,1200,800,0,0,13300,0
311100.0,1380,750,0,0,8078,0
325000.0,1352,0,0,0,1694,0
491300.0,1300,450,1,0,11340,0
315000.0,1160,1160,0,0,8100,0
360000.0,1180,240,0,2001,81892,0
330000.0,1940,0,0,0,3784,0
481450.0,1410,0,0,1996,4800,0
234950.0,1360,0,0,2004,9948,0
251000.0,1220,0,0,2003,7250,0
782000.0,1980,850,0,2014,20345,0
833000.0,3780,0,0,0,10308,0
542500.0,2330,0,0,2000,14289,0
851000.0,3560,0,0,2000,107290,0
325000.0,1470,0,0,0,70800,0
415000.0,3060,0,0,0,48787,0
252500.0,880,150,0,2012,6127,0
465000.0,1930,0,0,0,9653,0
336900.0,1780,0,0,0,120661,0
225000.0,2000,0,0,0,9202,0
270000.0,1690,0,0,0,9583,0
1702500.0,3390,1800,2,2000,23716,0
536000.0,1300,0,0,1992,5413,0
585000.0,2400,0,0,2011,29252,0
445000.0,860,290,0,1996,6634,0
320000.0,2310,0,0,0,7490,0
769900.0,2400,330,0,0,3047,0
557000.0,2840,0,0,1912,4500,0
212000.0,1020,0,0,2003,1525,0
376000.0,1340,0,0,0,1384,0
800000.0,3540,0,0,0,159430,0
2238888.0,6420,850,0,0,130017,0
324000.0,798,200,0,0,904,0
549900.0,1600,1460,0,0,7015,0
320000.0,2130,0,0,0,6969,0
875000.0,1400,1120,0,2007,6000,0
265000.0,1080,860,0,2003,9533,0
394950.0,1270,80,0,0,1250,0
842500.0,2160,0,0,0,5298,0
368000.0,1010,360,0,0,1350,0
1225000.0,3890,1530,0,0,101930,0
885000.0,2830,0,0,0,5000,0
453246.0,1390,620,0,0,2287,0
927000.0,3300,0,0,0,12090,0
490000.0,870,360,0,2003,1391,0
341000.0,1720,0,0,0,7119,0
235000.0,810,0,0,0,2451,0
1200000.0,1560,0,4,0,8078,1
560000.0,2560,0,0,0,216777,0
900000.0,3420,1280,0,0,38412,0
255000.0,770,450,0,2006,2500,0
1575000.0,2360,1290,0,0,20150,0
876650.0,1650,520,0,1970,12508,0
540000.0,1450,1090,0,2009,228254,0
350000.0,910,0,0,1990,4500,0
750000.0,2890,90,0,0,4930,0
582000.0,1190,930,1,1994,4650,0
1315000.0,2560,900,0,2003,3997,0
372500.0,1300,1180,0,2003,10090,0
410000.0,2200,0,0,2000,16921,0
360000.0,1010,720,0,0,5500,0
1015000.0,1800,1120,4,1983,34527,0
225000.0,990,0,0,0,8012,0
647000.0,3040,0,0,0,6887,0
950000.0,3200,1330,0,0,258746,0
185000.0,1370,0,0,2001,8470,0
335000.0,1940,0,0,2003,4927,0
210000.0,720,320,0,2003,2643,0
522000.0,1360,440,0,0,8623,0
770000.0,1720,0,0,2014,5000,0
499950.0,760,220,0,1994,6380,0
751000.0,3110,0,0,2003,6142,0
330000.0,1250,850,0,1923,7715,0
465000.0,1190,830,0,0,11358,0
850000.0,2350,0,0,2001,11914,0
947500.0,3290,0,0,0,12329,0
302000.0,2180,0,0,0,7813,0
500000.0,1290,0,0,0,1334,0
201000.0,1460,0,0,0,9750,0
265000.0,1290,0,0,0,2828,0
870300.0,1690,660,0,0,3150,0
339000.0,1080,0,0,2009,8100,0
690000.0,2670,0,0,0,13463,0
788000.0,2840,840,0,0,5759,0
315275.0,960,480,0,1994,8040,0
505000.0,1030,910,0,1956,4800,0
368000.0,1280,0,0,1997,9898,0
947500.0,2180,800,2,0,27144,1
156000.0,970,0,0,1989,8580,0
610000.0,1640,470,2,0,5000,0
420000.0,1480,0,0,0,1369,0
192000.0,700,0,0,0,10540,0
910000.0,1350,1350,0,0,6120,0
1300000.0,2330,0,3,0,9687,0
1346400.0,1690,1690,0,0,20021,0
840000.0,1620,980,0,0,2750,0
300000.0,860,500,0,0,8100,0
505000.0,1590,1190,0,0,6369,0
110000.0,1250,0,0,0,53143,0
746000.0,2620,0,0,0,8950,0
211000.0,1350,0,0,0,7620,0
675000.0,1200,1200,0,0,3340,0
734200.0,1680,1080,0,1970,5000,0
1225000.0,1870,1200,3,0,16028,0
615000.0,2040,0,3,1990,28593,1
630000.0,1770,0,0,1981,6000,0
1264000.0,3490,0,0,1912,9170,0
301500.0,830,0,0,0,1333,0
369000.0,670,310,0,0,895,0
635000.0,1570,0,0,0,1433,0
1033888.0,3110,160,0,0,5187,0
383000.0,2160,0,0,0,6223,0
1050000.0,2320,960,0,0,11000,0
455000.0,3360,0,0,0,7685,0
819900.0,3150,0,0,1923,7119,0
625000.0,1440,370,0,0,1846,0
651000.0,2740,0,0,0,7140,0
480000.0,2130,1700,0,0,35000,0
757000.0,3190,0,0,0,5283,0
460000.0,1390,960,0,2004,10450,0
267345.0,1610,900,0,0,8165,0
530000.0,1680,0,0,0,4950,0
449500.0,960,810,0,1979,6610,0
289000.0,1090,0,0,0,7315,0
373000.0,3001,0,0,0,5710,0
525000.0,2450,0,0,0,4591,0
777000.0,2440,1170,0,0,59677,0
550000.0,1200,1050,0,0,7500,0
523000.0,1240,0,0,2001,7735,0
628000.0,1430,830,0,2004,6000,0
581000.0,1070,1020,0,0,8164,0
245000.0,1220,800,0,2003,7902,0
415000.0,980,980,0,1984,5000,0
1895000.0,3120,0,0,0,16672,0
225000.0,1250,0,0,2011,7500,0
287000.0,1170,320,0,0,9600,0
799200.0,2290,600,0,2014,2370,0
239950.0,1900,0,0,1982,33888,0
591000.0,870,810,0,1956,2400,0
700000.0,2030,0,0,0,8398,0
475000.0,2260,1480,0,2003,8700,0
575000.0,1180,400,0,1999,11750,0
771000.0,1390,390,0,0,6120,0
155000.0,910,0,0,2002,6232,0
550000.0,3440,0,0,2014,8100,0
645000.0,1740,0,0,0,13750,0
464000.0,1700,1700,0,0,8970,0
1050000.0,4400,0,0,0,16625,0
350000.0,2010,0,0,2004,14298,0
591000.0,2710,0,0,0,38180,0
2555000.0,4570,730,2,0,26211,1
717000.0,1090,220,0,2001,3880,0
225000.0,1950,0,0,1969,12559,0
225000.0,1040,0,0,2012,6535,0
345000.0,1090,0,0,1997,7200,0
230000.0,650,0,0,0,5360,0
385000.0,740,740,2,2002,6600,0
90000.0,790,0,0,2013,2640,0
860000.0,2290,1270,2,0,11119,0
675000.0,3000,0,0,0,5548,0
975000.0,3490,0,3,0,7494,0
780000.0,2340,0,0,0,10495,0
370000.0,1060,590,0,0,8254,0
665000.0,1150,790,0,0,5820,0
675000.0,1870,1540,0,0,9600,0
620000.0,1710,0,0,2004,4050,0
1105000.0,1930,810,0,0,4000,0
450000.0,1040,210,0,0,892,0
450000.0,2450,0,0,2000,42180,0
530000.0,1690,0,0,1972,8190,0
635000.0,1370,580,0,0,13320,0
580000.0,1190,1100,0,2000,7125,0
1550000.0,2000,1370,2,0,17458,0
285000.0,1090,0,0,0,8640,0
375000.0,1190,0,0,1983,9486,0
1400000.0,3530,0,0,0,7924,0
560000.0,1440,0,0,2006,5000,0
405000.0,1090,1090,0,2001,13529,0
413000.0,810,600,0,2002,6000,0
287600.0,1950,0,0,2009,8251,0
1680000.0,3820,1040,2,0,23723,0
225000.0,1100,560,0,2008,7210,0
319000.0,1390,0,0,0,12823,0
322500.0,1350,0,0,0,14200,0
570000.0,1530,0,0,0,5401,0
465000.0,1270,0,0,2005,5112,0
435000.0,2140,0,0,0,6355,0
502000.0,2040,0,0,1912,5616,0
525000.0,2360,516,0,0,5086,0
525000.0,1010,570,0,0,1161,0
660000.0,3400,0,0,1912,5196,0
870000.0,2650,870,0,0,6773,0
650000.0,2210,0,0,1923,4861,0
505000.0,2790,0,0,0,5602,0
330000.0,840,610,0,0,5008,0
385000.0,860,760,0,1988,4980,0
306000.0,1220,0,0,0,1086,0
546000.0,1110,890,0,0,5000,0
925000.0,2190,0,0,0,7350,0
542000.0,950,950,0,2009,8250,0
800000.0,1700,0,0,1990,4400,0
620000.0,1760,780,0,0,3832,0
175000.0,1170,0,2,1979,8925,0
740000.0,4490,1284,2,0,31675,0
345000.0,2120,0,0,0,15003,0
510000.0,1450,720,0,0,26460,0
530000.0,2450,0,0,0,15002,0
155000.0,700,0,0,1998,5200,0
266000.0,1400,380,0,0,7214,0
257200.0,1150,700,0,0,8250,0
265000.0,1570,0,0,2006,5706,0
372220.0,980,310,0,1994,5500,0
337500.0,1000,700,0,2001,7314,0
582500.0,1159,0,0,1994,4800,0
489200.0,1850,0,0,0,9600,0
405100.0,840,0,0,2012,3522,0
372977.0,1150,540,0,0,1618,0
310000.0,1050,0,0,0,9876,0
538000.0,1100,300,0,0,3825,0
1400000.0,2550,0,2,2013,7200,0
317000.0,1840,0,0,1912,5011,0
702500.0,1930,430,0,0,6750,0
565000.0,2240,0,0,0,14667,0
723000.0,2700,0,0,2003,4004,0
766950.0,3030,0,0,0,30007,0
682000.0,1830,0,2,0,5120,0
325000.0,2220,0,0,0,6049,0
543000.0,1360,730,0,2014,7640,0
525000.0,1600,0,0,2011,6120,0
364000.0,1340,670,0,2001,8625,0
394475.0,830,0,0,2005,4000,0
316000.0,2010,0,0,0,7226,0
339950.0,1050,0,0,1990,5402,0
486000.0,1420,730,0,0,39449,0
160000.0,860,0,0,0,11900,0
930000.0,3100,0,0,2005,20553,0
139000.0,1100,0,0,0,17334,0
562000.0,1830,0,0,2001,8000,0
299000.0,1250,0,0,1983,34395,0
511000.0,1820,0,0,0,4883,0
499000.0,2090,0,0,1998,42689,0
356000.0,2100,0,0,0,12384,0
470000.0,2310,0,0,0,14023,0
715000.0,1360,700,0,0,5649,0
1120000.0,4470,0,0,2000,60373,0
458000.0,1060,600,0,2001,7500,0
966000.0,3810,0,0,0,8019,0
305495.0,2110,0,0,0,10200,0
543000.0,1600,770,0,0,217800,0
340000.0,1970,0,0,0,3716,0
633100.0,2470,0,0,0,33305,0
310000.0,1480,0,0,2008,7830,0
349950.0,1363,894,0,0,10117,0
267800.0,700,0,0,1985,6000,0
234000.0,1050,580,0,0,9010,0
740000.0,3430,0,0,0,10157,0
607500.0,1420,800,0,1998,6000,0
223000.0,1340,0,0,0,7473,0
400000.0,860,120,0,1974,2130,0
802000.0,2580,0,0,0,13096,0
253000.0,2230,0,0,0,4541,0
1058000.0,2290,0,0,2009,11137,0
300000.0,1260,0,0,0,8280,0
625000.0,1680,0,0,0,11180,0
707000.0,3200,0,0,2003,7081,0
950000.0,3320,0,0,0,7644,0
420000.0,3040,0,0,0,24123,0
498000.0,1290,980,0,0,7375,0
450000.0,2910,0,0,0,17172,0
955000.0,2510,0,0,2002,9887,0
215000.0,1240,0,0,2011,7200,0
437000.0,2580,0,0,0,5200,0
773000.0,2470,0,0,0,3600,0
1222500.0,3110,1800,0,0,9444,0
256883.0,1690,0,0,0,5025,0
592500.0,2240,0,0,2009,12032,0
252350.0,1160,490,0,2014,7352,0
370000.0,2710,0,0,2006,5880,0
465750.0,1260,0,0,1989,10350,0
185000.0,1150,0,0,0,8100,0
582800.0,1440,1110,0,0,7636,0
245000.0,1490,0,0,0,6930,0
302000.0,1010,1010,0,0,7865,0
451555.0,1320,0,1,1971,4520,0
